Frame,pointx,pointy,X,Y
49,449,192,-96.26467510233621,68.6215642567809
50,427,200,-115.98588483766031,102.19519914511821
51,406,209,-134.87966693939254,135.08203955434692
52,378,221,-154.36238404082007,177.22175366038115
53,336,235,-167.5861046115962,232.93884232281354
54,299,243,-182.23960367161808,279.46126411281693
