Frame,pointx,pointy,X,Y
112,661,192,-128.69842633020002,-132.69967231115007
113,635,203,-140.83726136711917,-94.22762781731043
114,608,219,-166.40937511924236,-46.65954442974098
115,585,234,-193.71236738644316,-3.7491046056768975
