pointx,pointy,valuex,valuey
846.0,220.0,-257.5,-233.4
722.0,148.0,-87.5,-233.4
686.0,239.0,-257.5,-58.4
565.0,169.0,-87.5,-58.4
379.0,51.0,257.5,-58.4
509.0,266.0,-257.5,116.6
392.0,180.0,-87.5,116.6
298.0,114.0,87.5,116.6
219.0,64.0,257.5,116.6
1133.0,275.0,-427.5,-408.4
970.0,292.0,-427.5,-233.4
807.0,309.0,-427.5,-58.4
626.0,352.0,-427.5,116.6
445.0,395.0,-427.5,291.6
1006.0,201.00000000000003,-257.5,-408.4
332.0,293.0,-257.5,291.6
879.0000000000001,127.00000000000004,-87.5,-408.4
219.0,191.0,-87.5,291.6
125.34782608695662,118.85507246376817,87.5,291.6
59.0,77.0,257.5,291.6
139.99999999999994,13.999999999999986,427.5,116.6
-7.347826086956616,35.14492753623185,427.5,291.6
462.87158632737936,105.03803669691536,87.5,-58.4
