pointx,pointy,valuex,valuey
142.0,148.0,-257.5,-233.4
226.0,193.0,-87.5,-233.4
319.0,245.0,87.5,-233.4
434.0,306.0,257.5,-233.4
308.0,113.0,-257.5,-58.4
499.0,203.0,87.5,-58.4
622.0,251.0,257.5,-58.4
788.0,187.0,257.5,116.6
659.0,141.0,87.5,116.6
547.0,101.0,-87.5,116.6
394.5168043821613,154.652059269268,-87.5,-58.4
-105.48319561783865,134.65205926926797,-427.5,-408.4
58.0,103.0,-427.5,-233.4
221.4831956178387,71.347940730732,-427.5,-58.4
-23.999999999999943,183.0,-257.5,-408.4
57.48319561783876,231.34794073073203,-87.5,-408.4
139.00000000000006,287.0,87.5,-408.4
819.0,79.0,87.5,291.6
246.0000000000001,361.0,257.5,-408.4
954.0,123.0,257.5,291.6
353.0000000000002,435.00000000000006,427.5,-408.4
549.0,367.0,427.5,-233.4
745.0,299.0,427.5,-58.4
917.0,233.0,427.5,116.6
1089.0,167.0,427.5,291.6
