pointx,pointy,valuex,valuey
141.0,147.0,-257.5,-233.4
223.0,192.0,-87.5,-233.4
316.0,243.0,87.5,-233.4
432.0,306.0,257.5,-233.4
306.0,110.0,-257.5,-58.4
497.0,200.0,87.5,-58.4
619.0,248.0,257.5,-58.4
784.0,187.0,257.5,116.6
656.0,140.0,87.5,116.6
548.0,99.0,-87.5,116.6
392.9977009666977,151.96026398733648,-87.5,-58.4
-101.00229903330222,135.96026398733645,-427.5,-408.4
59.0,102.0,-427.5,-233.4
219.00229903330228,68.03973601266352,-427.5,-58.4
-23.999999999999943,184.0,-257.5,-408.4
53.002299033302336,232.03973601266355,-87.5,-408.4
135.00000000000006,286.0,87.5,-408.4
815.0,80.0,87.5,291.6
245.0000000000001,364.0,257.5,-408.4
949.0,126.0,257.5,291.6
355.0000000000002,442.00000000000006,427.5,-408.4
548.0,369.0,427.5,-233.4
741.0,296.0,427.5,-58.4
912.0,234.0,427.5,116.6
1083.0,172.0,427.5,291.6
