pointx,pointy,valuex,valuey
845.0,220.0,-257.5,-233.4
720.0,154.0,-87.5,-233.4
683.0,248.0,-257.5,-58.4
563.0,179.0,-87.5,-58.4
378.0,61.0,257.5,-58.4
509.0,267.0,-257.5,116.6
391.0,186.0,-87.5,116.6
299.0,121.0,87.5,116.6
219.0,64.0,257.5,116.6
462.36200705672684,115.65260731814064,87.5,-58.4
1137.0,255.00000000000003,-427.5,-408.4
970.0,286.0,-427.5,-233.4
803.0,317.0,-427.5,-58.4
627.0,348.0,-427.5,116.6
451.0,379.0,-427.5,291.6
1007.0000000000001,192.00000000000003,-257.5,-408.4
335.0,286.0,-257.5,291.6
877.0000000000001,129.00000000000003,-87.5,-408.4
219.0,193.0,-87.5,291.6
135.63799294327316,126.34739268185936,87.5,291.6
60.0,67.0,257.5,291.6
139.0,7.0,427.5,116.6
-15.637992943273161,7.652607318140639,427.5,291.6
