pointx,pointy,valuex,valuey
843.0,221.0,-257.5,-233.4
719.0,157.0,-87.5,-233.4
684.0,255.0,-257.5,-58.4
566.0,186.0,-87.5,-58.4
378.0,66.0,257.5,-58.4
511.0,267.0,-257.5,116.6
394.0,188.0,-87.5,116.6
298.0,122.0,87.5,116.6
219.0,66.0,257.5,116.6
1132.0,246.00000000000003,-427.5,-408.4
967.0,285.0,-427.5,-233.4
802.0,324.0,-427.5,-58.4
628.0,346.0,-427.5,116.6
454.0,368.0,-427.5,291.6
1002.0000000000001,187.00000000000003,-257.5,-408.4
338.0,279.0,-257.5,291.6
872.0000000000001,128.00000000000003,-87.5,-408.4
222.0,190.0,-87.5,291.6
125.3623188405798,118.86956521739133,87.5,291.6
60.0,66.0,257.5,291.6
139.99999999999994,9.999999999999986,427.5,116.6
-5.362318840579746,13.130434782608688,427.5,291.6
463.1460985364253,120.69281463240063,87.5,-58.4
