pointx,pointy,valuex,valuey
844.0,220.0,-257.5,-233.4
721.0,154.0,-87.5,-233.4
684.0,246.0,-257.5,-58.4
511.0,266.0,-257.5,116.6
565.0,179.0,-87.5,-58.4
393.0,186.0,-87.5,116.6
299.0,120.0,87.5,116.6
221.0,64.0,257.5,116.6
380.0,57.0,257.5,-58.4
1131.0,259.0,-427.5,-408.4
967.0,286.0,-427.5,-233.4
803.0,313.0,-427.5,-58.4
629.0,346.0,-427.5,116.6
455.0,379.0,-427.5,291.6
1004.0,194.00000000000003,-257.5,-408.4
338.0,286.0,-257.5,291.6
877.0000000000001,129.00000000000003,-87.5,-408.4
221.0,193.0,-87.5,291.6
126.84057971014494,122.8840579710145,87.5,291.6
62.0,71.0,257.5,291.6
143.0,8.0,427.5,116.6
-2.840579710144993,19.1159420289855,427.5,291.6
