pointx,pointy,valuex,valuey
139.0,149.0,-257.5,-233.4
224.0,193.0,-87.5,-233.4
315.0,245.0,87.5,-233.4
431.0,307.0,257.5,-233.4
308.0,112.0,-257.5,-58.4
499.0,203.0,87.5,-58.4
620.0,253.0,257.5,-58.4
783.0,188.0,257.5,116.6
657.0,142.0,87.5,116.6
548.0,101.0,-87.5,116.6
-105.88405797101444,142.8405797101449,-427.5,-408.4
54.0,105.0,-427.5,-233.4
213.8840579710145,67.15942028985506,-427.5,-58.4
-29.999999999999943,186.0,-257.5,-408.4
45.88405797101456,229.1594202898551,-87.5,-408.4
402.1159420289855,156.84057971014494,-87.5,-58.4
131.00000000000006,287.0,87.5,-408.4
815.0,81.0,87.5,291.6
242.0000000000001,361.0,257.5,-408.4
946.0,123.0,257.5,291.6
353.0000000000002,435.00000000000006,427.5,-408.4
547.0,369.0,427.5,-233.4
741.0,303.0,427.5,-58.4
909.0,234.0,427.5,116.6
1077.0,165.0,427.5,291.6
