pointx,pointy,valuex,valuey
141.0,147.0,-257.5,-233.4
224.0,191.0,-87.5,-233.4
316.0,243.0,87.5,-233.4
434.0,305.0,257.5,-233.4
305.0,108.0,-257.5,-58.4
499.0,199.0,87.5,-58.4
620.0,247.0,257.5,-58.4
785.0,186.0,257.5,116.6
656.0,139.0,87.5,116.6
547.0,100.0,-87.5,116.6
-93.4057971014492,142.8405797101449,-427.5,-408.4
58.0,103.0,-427.5,-233.4
209.40579710144925,63.15942028985506,-427.5,-58.4
-22.999999999999943,186.0,-257.5,-408.4
47.40579710144931,229.1594202898551,-87.5,-408.4
400.5942028985508,152.84057971014494,-87.5,-58.4
133.00000000000006,287.0,87.5,-408.4
813.0,79.0,87.5,291.6
248.0000000000001,363.0,257.5,-408.4
950.0,125.0,257.5,291.6
363.0000000000002,439.00000000000006,427.5,-408.4
552.0,367.0,427.5,-233.4
741.0,295.0,427.5,-58.4
914.0,233.0,427.5,116.6
1087.0,171.0,427.5,291.6
