pointx,pointy,valuex,valuey
143.0,148.0,-257.5,-233.4
226.0,192.0,-87.5,-233.4
319.0,243.0,87.5,-233.4
435.0,306.0,257.5,-233.4
307.0,110.0,-257.5,-58.4
501.0,200.0,87.5,-58.4
622.0,248.0,257.5,-58.4
788.0,186.0,257.5,116.6
659.0,140.0,87.5,116.6
549.0,101.0,-87.5,116.6
395.74535989740104,152.23813467839727,-87.5,-58.4
-98.2546401025989,140.23813467839724,-427.5,-408.4
60.0,104.0,-427.5,-233.4
218.25464010259896,67.76186532160273,-427.5,-58.4
-20.999999999999943,186.0,-257.5,-408.4
56.25464010259901,231.76186532160276,-87.5,-408.4
137.00000000000006,286.0,87.5,-408.4
817.0,80.0,87.5,291.6
248.0000000000001,364.0,257.5,-408.4
954.0,124.0,257.5,291.6
359.0000000000002,442.00000000000006,427.5,-408.4
551.0,369.0,427.5,-233.4
743.0,296.0,427.5,-58.4
917.0,232.0,427.5,116.6
1091.0,168.0,427.5,291.6
