pointx,pointy,valuex,valuey
847.0,221.0,-257.5,-233.4
724.0,155.0,-87.5,-233.4
686.0,250.0,-257.5,-58.4
569.0,182.0,-87.5,-58.4
381.0,61.0,257.5,-58.4
513.0,267.0,-257.5,116.6
395.0,187.0,-87.5,116.6
302.0,121.0,87.5,116.6
222.0,65.0,257.5,116.6
467.5539305241353,117.42052213634778,87.5,-58.4
1137.0,256.0,-427.5,-408.4
970.0,287.0,-427.5,-233.4
803.0,318.0,-427.5,-58.4
631.0,347.0,-427.5,116.6
459.0,376.0,-427.5,291.6
1008.0000000000001,192.00000000000003,-257.5,-408.4
340.0,284.0,-257.5,291.6
879.0000000000001,128.00000000000003,-87.5,-408.4
221.0,192.0,-87.5,291.6
136.4460694758647,124.57947786365222,87.5,291.6
63.0,69.0,257.5,291.6
142.0,9.0,427.5,116.6
-10.44606947586476,13.420522136347785,427.5,291.6
