pointx,pointy,valuex,valuey
847.0,223.0,-257.5,-233.4
723.0,157.0,-87.5,-233.4
687.0,254.0,-257.5,-58.4
568.0,185.0,-87.5,-58.4
382.0,63.0,257.5,-58.4
513.0,269.0,-257.5,116.6
396.0,189.0,-87.5,116.6
302.0,123.0,87.5,116.6
223.0,65.0,257.5,116.6
466.89415472278216,119.82691180236615,87.5,-58.4
1136.0,255.00000000000003,-427.5,-408.4
971.0,289.0,-427.5,-233.4
806.0,323.0,-427.5,-58.4
630.0,349.0,-427.5,116.6
454.0,375.0,-427.5,291.6
1007.0,192.00000000000003,-257.5,-408.4
339.0,284.0,-257.5,291.6
878.0000000000001,129.00000000000003,-87.5,-408.4
224.0,193.0,-87.5,291.6
137.10584527721784,126.17308819763385,87.5,291.6
64.0,67.0,257.5,291.6
144.0,7.0,427.5,116.6
-9.105845277217895,7.826911802366169,427.5,291.6
