Frame,pointx,pointy,X,Y
77,252,95,163.70641786242507,128.75788393065832
78,247,111,120.85130002618229,155.68745452229928
79,252,130,69.382284370328,176.71233359449377
81,305,154,3.6603705685127177,156.88444823745317
82,353,180,-66.48217555227167,146.0809010095994
83,389,193,-102.63754429121593,129.97403392361042
84,427,205,-131.76708236787783,110.61911859724613
85,490,223,-169.5043647170573,76.47783911061772
87,581,244,-227.70336211853294,25.371119228149652
88,690,251,-269.0244250045827,-56.06483454042554
