pointx,pointy,valuex,valuey
844.0,220.0,-257.5,-233.4
720.0,154.0,-87.5,-233.4
683.0,248.0,-257.5,-58.4
565.0,181.0,-87.5,-58.4
379.0,60.0,257.5,-58.4
510.0,267.0,-257.5,116.6
392.0,185.0,-87.5,116.6
299.0,120.0,87.5,116.6
219.0,65.0,257.5,116.6
1135.0,257.0,-427.5,-408.4
968.0,286.0,-427.5,-233.4
801.0,315.0,-427.5,-58.4
628.0,349.0,-427.5,116.6
455.0,383.0,-427.5,291.6
1005.0000000000001,192.00000000000003,-257.5,-408.4
337.0,286.0,-257.5,291.6
875.0000000000001,127.00000000000003,-87.5,-408.4
219.0,189.0,-87.5,291.6
127.34782608695662,120.37681159420292,87.5,291.6
59.0,70.0,257.5,291.6
138.99999999999994,9.999999999999986,427.5,116.6
-9.347826086956616,19.623188405797066,427.5,291.6
463.444317350636,116.01300129949078,87.5,-58.4
