Frame,pointx,pointy,X,Y
113,316,159,-135.5633726113741,-115.95851339090227
113,297,178,-92.99229276942069,-157.66934820413223
114,288,193,-57.10428095464042,-185.99688442914933
115,287,209,-15.978839662500935,-209.03361330144642
116,282,226,23.166697613779384,-235.31256258316347
117,283,243,62.26275795411763,-255.8426857121314
118,283,263,104.1552256157748,-279.4359211170825
