pointx,pointy,valuex,valuey
846.0,221.0,-257.5,-233.4
721.0,155.0,-87.5,-233.4
683.0,248.0,-257.5,-58.4
563.0,181.0,-87.5,-58.4
376.0,57.0,257.5,-58.4
509.0,268.0,-257.5,116.6
392.0,188.0,-87.5,116.6
299.0,121.0,87.5,116.6
220.0,64.0,257.5,116.6
1139.0,259.0,-427.5,-408.4
971.0,287.0,-427.5,-233.4
803.0,315.0,-427.5,-58.4
626.0,348.0,-427.5,116.6
449.0,381.0,-427.5,291.6
1009.0000000000001,194.00000000000003,-257.5,-408.4
335.0,288.0,-257.5,291.6
879.0000000000001,129.00000000000003,-87.5,-408.4
221.0,195.0,-87.5,291.6
129.85507246376818,123.8985507246377,87.5,291.6
64.0,71.0,257.5,291.6
140.99999999999994,6.999999999999986,427.5,116.6
-1.8550724637682379,18.101449275362313,427.5,291.6
460.9861229999174,115.01515294183014,87.5,-58.4
