pointx,pointy,valuex,valuey
143.0,145.0,-257.5,-233.4
225.0,192.0,-87.5,-233.4
318.0,244.0,87.5,-233.4
433.0,304.0,257.5,-233.4
307.0,108.0,-257.5,-58.4
499.0,198.0,87.5,-58.4
620.0,246.0,257.5,-58.4
788.0,185.0,257.5,116.6
659.0,139.0,87.5,116.6
548.0,101.0,-87.5,116.6
-90.39130434782606,132.3478260869565,-427.5,-408.4
61.0,98.0,-427.5,-233.4
212.3913043478261,63.65217391304347,-427.5,-58.4
-20.999999999999943,182.0,-257.5,-408.4
48.39130434782618,231.6521739130435,-87.5,-408.4
401.6086956521739,152.34782608695653,-87.5,-58.4
137.00000000000006,290.0,87.5,-408.4
819.0,80.0,87.5,291.6
246.0000000000001,362.0,257.5,-408.4
956.0,124.0,257.5,291.6
355.0000000000002,434.00000000000006,427.5,-408.4
548.0,364.0,427.5,-233.4
741.0,294.0,427.5,-58.4
917.0,231.0,427.5,116.6
1093.0,168.0,427.5,291.6
