pointx,pointy,valuex,valuey
143.0,144.0,-257.5,-233.4
223.0,183.0,-87.5,-233.4
318.0,234.0,87.5,-233.4
434.0,304.0,257.5,-233.4
308.0,100.0,-257.5,-58.4
496.0,183.0,87.5,-58.4
617.0,237.0,257.5,-58.4
788.0,185.0,257.5,116.6
658.0,130.0,87.5,116.6
545.0,91.0,-87.5,116.6
-89.36231884057969,150.89855072463766,-427.5,-408.4
63.0,105.0,-427.5,-233.4
215.3623188405797,59.10144927536231,-427.5,-58.4
-21.999999999999943,188.0,-257.5,-408.4
45.3623188405798,225.1014492753624,-87.5,-408.4
400.63768115942025,140.8985507246377,-87.5,-58.4
140.00000000000006,285.0,87.5,-408.4
820.0,77.0,87.5,291.6
251.0000000000001,371.0,257.5,-408.4
959.0,133.0,257.5,291.6
362.0000000000002,457.00000000000006,427.5,-408.4
550.0,374.0,427.5,-233.4
738.0,291.0,427.5,-58.4
918.0,240.0,427.5,116.6
1098.0,189.0,427.5,291.6
