pointx,pointy,valuex,valuey
846.0,219.0,-257.5,-233.4
721.0,153.0,-87.5,-233.4
687.0,248.0,-257.5,-58.4
567.0,180.0,-87.5,-58.4
513.0,267.0,-257.5,116.6
395.0,186.0,-87.5,116.6
300.0,121.0,87.5,116.6
222.0,64.0,257.5,116.6
379.0,60.0,257.5,-58.4
1135.0,254.00000000000003,-427.5,-408.4
971.0,285.0,-427.5,-233.4
807.0,316.0,-427.5,-58.4
631.0,348.0,-427.5,116.6
455.0,380.0,-427.5,291.6
1005.0,190.00000000000003,-257.5,-408.4
339.0,286.0,-257.5,291.6
875.0000000000001,126.00000000000004,-87.5,-408.4
223.0,192.0,-87.5,291.6
128.36231884057975,122.86956521739133,87.5,291.6
65.0,68.0,257.5,291.6
144.0,7.0,427.5,116.6
1.6376811594202536,13.130434782608688,427.5,291.6
463.9248103899383,115.47735839406135,87.5,-58.4
