pointx,pointy,valuex,valuey
846.0,219.0,-257.5,-233.4
723.0,146.0,-87.5,-233.4
380.0,52.0,257.5,-58.4
567.0,166.0,-87.5,-58.4
684.0,239.0,-257.5,-58.4
511.0,267.0,-257.5,116.6
395.0,180.0,-87.5,116.6
300.0,114.0,87.5,116.6
220.0,65.0,257.5,116.6
465.8676238202049,103.5208497281044,87.5,-58.4
1137.0,272.0,-427.5,-408.4
969.0,292.0,-427.5,-233.4
801.0,312.0,-427.5,-58.4
627.0,354.0,-427.5,116.6
453.0,396.0,-427.5,291.6
1008.0,199.00000000000003,-257.5,-408.4
338.0,295.0,-257.5,291.6
879.0000000000001,126.00000000000004,-87.5,-408.4
223.0,194.0,-87.5,291.6
134.13237617979507,124.4791502718956,87.5,291.6
60.0,78.0,257.5,291.6
140.0,16.0,427.5,116.6
-14.132376179795074,31.520849728104395,427.5,291.6
