pointx,pointy,valuex,valuey
978.0,317.0,0.0,0.0
874.0,387.0,0.0,175.0
761.0,467.0,0.0,350.0
622.0,567.0,0.0,525.0
826.0,300.0,175.0,0.0
719.0,372.0,175.0,175.0
600.0,446.0,175.0,350.0
455.0,523.0,175.0,525.0
688.0,291.0,350.0,0.0
458.0,428.0,350.0,350.0
322.0,493.0,350.0,525.0
567.0,279.0,525.0,0.0
337.0,403.0,525.0,350.0
195.0,468.0,525.0,525.0
458.0,273.0,700.0,0.0
349.0,323.0,700.0,175.0
229.0,383.0,700.0,350.0
93.0,450.0,700.0,525.0
457.60436331309245,339.8317886434229,525.0,175.0
580.0309863950702,356.7443346401521,350.0,175.0
1231.0,266.0,-175.0,-175.0
1130.0,334.0,-175.0,0.0
1029.0,402.0,-175.0,175.0
922.0,488.0,-175.0,350.0
789.0,611.0,-175.0,525.0
656.0,734.0,-175.0,700.0
1082.0,247.0,0.0,-175.0
483.0,667.0,0.0,700.0
933.0,228.0,175.0,-175.0
310.0,600.0,175.0,700.0
795.9690136049298,225.2556653598479,350.0,-175.0
186.0,558.0,350.0,700.0
676.3956366869076,218.1682113565771,525.0,-175.0
53.0,533.0,525.0,700.0
567.0,223.0,700.0,-175.0
-43.0,517.0,700.0,700.0
457.60436331309256,227.8317886434229,875.0,-175.0
349.0,267.0,875.0,0.0
240.39563668690755,306.1682113565771,875.0,175.0
121.0,363.0,875.0,350.0
-9.0,432.0,875.0,525.0
-139.0,501.0,875.0,700.0
