pointx,pointy,valuex,valuey
193.0,363.0,0.0,0.0
290.0,384.0,175.0,0.0
393.0,409.0,350.0,0.0
638.0,463.0,700.0,0.0
512.0,439.0,525.0,0.0
608.0,406.0,525.0,175.0
886.0,338.0,700.0,525.0
771.0,318.0,525.0,525.0
693.0,365.0,525.0,350.0
812.0,383.0,700.0,350.0
732.0,428.0,700.0,175.0
469.0,270.0,0.0,525.0
562.0,286.0,175.0,525.0
659.0,303.0,350.0,525.0
297.0,339.0,0.0,175.0
493.0,384.0,350.0,175.0
386.8528229630429,306.7509599143915,0.0,350.0
480.2875685092844,326.3841920886224,175.0,350.0
389.3955793054828,359.0174802608551,175.0,175.0
581.8172383351298,346.0880235405813,350.0,350.0
-12.604420694517216,365.0174802608551,-175.0,-175.0
96.0,342.0,-175.0,0.0
204.6044206945172,318.9825197391449,-175.0,175.0
293.4180774168014,287.1177277401606,-175.0,350.0
376.0,254.0,-175.0,525.0
458.5819225831988,220.8822722598394,-175.0,700.0
89.0,387.0,0.0,-175.0
551.1471770369571,233.2490400856085,0.0,700.0
190.6044206945172,408.9825197391449,175.0,-175.0
643.7124314907155,245.6158079113776,175.0,700.0
293.0,434.0,350.0,-175.0
736.1827616648702,259.9119764594187,350.0,700.0
416.0,472.0,525.0,-175.0
849.0,271.0,525.0,700.0
544.0,498.0,700.0,-175.0
960.0,293.0,700.0,700.0
672.0,524.0,875.0,-175.0
764.0,487.0,875.0,0.0
856.0,450.0,875.0,175.0
931.0,401.0,875.0,350.0
1001.0,358.0,875.0,525.0
1071.0,315.0,875.0,700.0
