pointx,pointy,valuex,valuey
194.0,360.0,0.0,0.0
288.0,376.0,175.0,0.0
392.0,400.0,350.0,0.0
507.0,425.0,525.0,0.0
637.0,463.0,700.0,0.0
294.0,324.0,0.0,175.0
390.0,342.0,175.0,175.0
492.0,366.0,350.0,175.0
608.0,384.0,525.0,175.0
732.0,413.0,700.0,175.0
386.0,296.0,0.0,350.0
692.0,347.0,525.0,350.0
814.0,371.0,700.0,350.0
887.0,339.0,700.0,525.0
771.0,312.0,525.0,525.0
663.0,295.0,350.0,525.0
472.0,270.0,0.0,525.0
564.9452247872209,281.66092314463526,175.0,525.0
480.35180075081814,310.8745334140929,175.0,350.0
581.344209382946,328.07049889903226,350.0,350.0
