pointx,pointy,valuex,valuey
978.0,321.0,0.0,0.0
877.0,399.0,0.0,175.0
759.0,480.0,0.0,350.0
619.0,568.0,0.0,525.0
824.0,308.0,175.0,0.0
720.0,385.0,175.0,175.0
599.0,457.0,175.0,350.0
455.0,530.0,175.0,525.0
688.0,298.0,350.0,0.0
461.0,439.0,350.0,350.0
325.0,501.0,350.0,525.0
198.0,473.0,525.0,525.0
338.0,413.0,525.0,350.0
96.0,451.0,700.0,525.0
229.0,392.0,700.0,350.0
351.0,334.0,700.0,175.0
443.0,289.0,700.0,0.0
563.5001013052365,291.2327677637569,525.0,0.0
457.6856204196415,350.912295337973,525.0,175.0
580.7187474777827,368.441712561988,350.0,175.0
1230.0,255.0,-175.0,-175.0
1132.0,334.0,-175.0,0.0
1034.0,413.0,-175.0,175.0
919.0,503.0,-175.0,350.0
783.0,606.0,-175.0,525.0
647.0,709.0,-175.0,700.0
1079.0,243.0,0.0,-175.0
479.0,656.0,0.0,700.0
928.0,231.0,175.0,-175.0
311.0,603.0,175.0,700.0
795.2812525222173,227.558287438012,350.0,-175.0
189.0,563.0,350.0,700.0
669.3145821908315,231.55324018954093,525.0,-175.0
58.0,533.0,525.0,700.0
535.0,244.0,700.0,-175.0
-37.0,510.0,700.0,700.0
400.6854178091685,256.44675981045907,875.0,-175.0
322.4998986947635,286.76723223624305,875.0,0.0
244.3143795803585,317.087704662027,875.0,175.0
120.0,371.0,875.0,350.0
-6.0,429.0,875.0,525.0
-132.0,487.0,875.0,700.0
