pointx,pointy,valuex,valuey
977.0,318.0,0.0,0.0
877.0,396.0,0.0,175.0
762.0,477.0,0.0,350.0
621.0,566.0,0.0,525.0
455.0,528.0,175.0,525.0
324.0,501.0,350.0,525.0
199.0,472.0,525.0,525.0
93.0,450.0,700.0,525.0
599.0,457.0,175.0,350.0
723.0,383.0,175.0,175.0
826.0,307.0,175.0,0.0
690.0,296.0,350.0,0.0
462.0,435.0,350.0,350.0
569.0,284.0,525.0,0.0
338.0,413.0,525.0,350.0
232.0,391.0,700.0,350.0
351.0,332.0,700.0,175.0
451.0,282.0,700.0,0.0
458.96479265983066,348.5316641365408,525.0,175.0
583.0711051625287,366.03503326275205,350.0,175.0
1225.0,249.0,-175.0,-175.0
1128.0,329.0,-175.0,0.0
1031.0,409.0,-175.0,175.0
925.0,497.0,-175.0,350.0
787.0,604.0,-175.0,525.0
649.0,711.0,-175.0,700.0
1077.0,240.0,0.0,-175.0
480.0,655.0,0.0,700.0
929.0,231.0,175.0,-175.0
311.0,599.0,175.0,700.0
796.9288948374713,225.96496673724795,350.0,-175.0
186.0,567.0,350.0,700.0
679.0352073401693,219.46833586345917,525.0,-175.0
60.0,531.0,525.0,700.0
551.0,232.0,700.0,-175.0
-46.0,509.0,700.0,700.0
422.96479265983066,244.53166413654083,875.0,-175.0
333.0,280.0,875.0,0.0
243.03520734016934,315.4683358634592,875.0,175.0
126.0,369.0,875.0,350.0
-13.0,428.0,875.0,525.0
-152.0,487.0,875.0,700.0
