pointx,pointy,valuex,valuey
195.0,361.0,0.0,0.0
290.0,384.0,175.0,0.0
393.0,410.0,350.0,0.0
637.0,463.0,700.0,0.0
732.0,423.0,700.0,175.0
608.0,402.0,525.0,175.0
296.0,334.0,0.0,175.0
388.0,303.0,0.0,350.0
471.0,270.0,0.0,525.0
564.0,285.0,175.0,525.0
659.0,304.0,350.0,525.0
770.0,318.0,525.0,525.0
888.0,338.0,700.0,525.0
817.0,380.0,700.0,350.0
694.0,361.0,525.0,350.0
391.0,357.0,175.0,175.0
-1.0,365.0,-175.0,-175.0
100.0,338.0,-175.0,0.0
201.0,311.0,-175.0,175.0
298.5,285.0,-175.0,350.0
378.0,255.0,-175.0,525.0
457.5,225.0,-175.0,700.0
94.0,388.0,0.0,-175.0
554.0,237.0,0.0,700.0
189.0,411.0,175.0,-175.0
477.5,321.0,175.0,350.0
650.5,249.0,175.0,700.0
286.5,440.5,350.0,-175.0
499.5,379.5,350.0,175.0
581.3333333333334,340.6666666666667,350.0,350.0
736.6666666666666,267.3333333333333,350.0,700.0
422.0,471.0,525.0,-175.0
515.0,436.5,525.0,0.0
846.0,275.0,525.0,700.0
542.0,503.0,700.0,-175.0
959.0,296.0,700.0,700.0
662.0,535.0,875.0,-175.0
759.0,489.5,875.0,0.0
856.0,444.0,875.0,175.0
940.0,399.0,875.0,350.0
1006.0,358.0,875.0,525.0
1072.0,317.0,875.0,700.0
