pointx,pointy,valuex,valuey
978.0,322.0,0.0,0.0
878.0,407.0,0.0,175.0
764.0,484.0,0.0,350.0
623.0,568.0,0.0,525.0
826.0,308.0,175.0,0.0
721.0,389.0,175.0,175.0
602.0,462.0,175.0,350.0
456.0,529.0,175.0,525.0
688.0,299.0,350.0,0.0
323.0,502.0,350.0,525.0
568.0,287.0,525.0,0.0
341.0,418.0,525.0,350.0
200.0,474.0,525.0,525.0
459.0,277.0,700.0,0.0
353.0,336.0,700.0,175.0
231.0,398.0,700.0,350.0
95.0,451.0,700.0,525.0
462.0,443.0,350.0,350.0
460.60796215074913,353.6367791531018,525.0,175.0
582.3495292175676,371.62264343852377,350.0,175.0
1225.0,247.0,-175.0,-175.0
1130.0,336.0,-175.0,0.0
1035.0,425.0,-175.0,175.0
926.0,506.0,-175.0,350.0
790.0,607.0,-175.0,525.0
654.0,708.0,-175.0,700.0
1078.0,237.0,0.0,-175.0
482.0,652.0,0.0,700.0
931.0,227.0,175.0,-175.0
310.0,596.0,175.0,700.0
793.6504707824324,226.37735656147623,350.0,-175.0
184.0,561.0,350.0,700.0
675.3920378492509,220.36322084689817,525.0,-175.0
59.0,530.0,525.0,700.0
565.0,218.0,700.0,-175.0
-41.0,504.0,700.0,700.0
454.6079621507493,215.63677915310177,875.0,-175.0
350.0,267.0,875.0,0.0
245.39203784925087,318.3632208468982,875.0,175.0
121.0,378.0,875.0,350.0
-10.0,428.0,875.0,525.0
-141.0,478.0,875.0,700.0
