Frame,pointx,pointy,X,Y
77,445,454,504.20496527415764,-95.72256369932627
77,494,459,560.5487861425624,-78.18625531482297
78,528,462,598.4212454170719,-66.48175960302282
79,574,461,634.2256523822903,-31.75683236847905
80,629,462,689.3737606262805,-2.3711044703338087
80,681,463,735.6078761613467,29.734026711543034
81,727,464,779.7703473011788,55.74996953208955
82,751,467,812.5220054670788,58.629923133421194
82,775,467,838.2928925470317,71.12832537821926
82,796,464,850.5068593433455,93.96014188767676
