pointx,pointy,valuex,valuey
980.0,319.0,0.0,0.0
879.0,396.0,0.0,175.0
764.0,477.0,0.0,350.0
624.0,567.0,0.0,525.0
824.0,305.0,175.0,0.0
720.0,380.0,175.0,175.0
602.0,455.0,175.0,350.0
460.0,529.0,175.0,525.0
690.0,296.0,350.0,0.0
460.0,436.0,350.0,350.0
325.0,499.0,350.0,525.0
567.0,284.0,525.0,0.0
337.0,411.0,525.0,350.0
198.0,471.0,525.0,525.0
94.0,450.0,700.0,525.0
233.0,392.0,700.0,350.0
351.0,333.0,700.0,175.0
451.0,276.0,700.0,0.0
1234.0,254.0,-175.0,-175.0
1136.0,333.0,-175.0,0.0
1038.0,412.0,-175.0,175.0
926.0,499.0,-175.0,350.0
788.0,605.0,-175.0,525.0
650.0,711.0,-175.0,700.0
1081.0,242.0,0.0,-175.0
484.0,657.0,0.0,700.0
928.0,230.0,175.0,-175.0
318.0,603.0,175.0,700.0
805.0,226.0,350.0,-175.0
575.0,366.0,350.0,175.0
190.0,562.0,350.0,700.0
682.0,220.5,525.0,-175.0
452.0,347.5,525.0,175.0
59.0,531.0,525.0,700.0
551.0,219.0,700.0,-175.0
-45.0,508.0,700.0,700.0
420.0,217.5,875.0,-175.0
335.0,268.0,875.0,0.0
250.0,318.5,875.0,175.0
129.0,373.0,875.0,350.0
-10.0,429.0,875.0,525.0
-149.0,485.0,875.0,700.0
