Frame,pointx,pointy,X,Y
69,1015,437,-166.31996428192429,206.60976611304915
70,1026,414,-150.0448220703991,161.61604344168128
71,1031,395,-133.35257430626038,125.92114883634308
72,1028,370,-101.84142928555593,80.92114135328025
72,1016,352,-68.87617374083126,50.17234301505366
73,985,329,-9.698007396846906,12.973802884197228
74,953,314,42.041915960964005,-9.97800551751767
75,911,296,109.99251729530094,-38.15380919345435
76,889,285,149.17726927828178,-56.7427317004566
77,855,274,203.75903837815898,-74.92374420169159
78,825,265,254.275840407157,-91.14620382517289
79,790,261,303.73604415152516,-96.19904924509916
80,737,257,375.9550316762827,-98.2090143808011
81,705,257,415.6990481398702,-93.4881682471354
