Frame,pointx,pointy,X,Y
115,162,406,749.3881022373074,399.6549345556184
125,164,430,679.1692890323557,450.84668488119036
125,177,460,583.3572426053174,508.38832096357163
125,204,491,478.0415612351975,558.4456457312331
125,241,508,408.44689106839024,573.4861847526994
125,283,521,348.0834310066276,577.6542847512454
125,292,521,340.1425064976466,573.660211109349
132,437,540,177.2319773715021,548.8135761178314
132,519,532,127.62425843840654,504.2963840196751
132,643,516,55.80992579781879,436.9837183337798
132,705,510,14.010660502424017,410.1032426889451
131,804,504,-61.83842348964876,374.85877228725457
