Frame,pointx,pointy,X,Y
86,1033,418,-169.45401938371785,169.8357286710177
86,1025,389,-127.22481872165781,117.63958429132084
87,1005,364,-77.62708824316896,74.85819580213027
88,975,341,-19.954356421185576,36.963862733417656
89,948,323,28.591160272489756,7.406217890843611
90,927,310,66.14770408367058,-14.464488070471957
91,884,292,135.19975503664455,-44.13892450377833
92,860,280,179.47137252860398,-66.16730538499279
93,821,272,242.10568991712563,-81.58476979576795
94,776,264,314.48740232998074,-95.31447698412867
95,743,264,355.73832074546885,-90.38542749098903
96,695,261,417.746159158407,-84.88103313386324
97,667,262,449.78066006023744,-76.64458104993022
