pointx,pointy,valuex,valuey
193.0,359.0,0.0,0.0
291.0,381.0,175.0,0.0
392.0,408.0,350.0,0.0
508.0,432.0,525.0,0.0
637.0,461.0,700.0,0.0
730.0,420.0,700.0,175.0
814.0,376.0,700.0,350.0
887.0,337.0,700.0,525.0
295.0,330.0,0.0,175.0
388.0,354.0,175.0,175.0
492.0,376.0,350.0,175.0
607.0,397.0,525.0,175.0
693.0,358.0,525.0,350.0
769.0,316.0,525.0,525.0
386.0,300.0,0.0,350.0
469.0,269.0,0.0,525.0
560.0,282.0,175.0,525.0
661.0,301.0,350.0,525.0
-12.0,368.0,-175.0,-175.0
95.0,337.0,-175.0,0.0
202.0,306.0,-175.0,175.0
298.0,282.0,-175.0,350.0
378.0,256.0,-175.0,525.0
458.0,230.0,-175.0,700.0
91.0,388.0,0.0,-175.0
552.0,238.0,0.0,700.0
194.0,408.0,175.0,-175.0
474.0,318.0,175.0,350.0
646.0,246.0,175.0,700.0
292.0,440.0,350.0,-175.0
576.5,338.5,350.0,350.0
745.5,263.5,350.0,700.0
409.0,467.0,525.0,-175.0
845.0,274.0,525.0,700.0
544.0,502.0,700.0,-175.0
960.0,298.0,700.0,700.0
679.0,537.0,875.0,-175.0
766.0,490.0,875.0,0.0
853.0,443.0,875.0,175.0
935.0,394.0,875.0,350.0
1005.0,358.0,875.0,525.0
1075.0,322.0,875.0,700.0
