pointx,pointy,valuex,valuey
978.0,319.0,0.0,0.0
823.0,299.0,175.0,0.0
687.0,288.0,350.0,0.0
875.0,386.0,0.0,175.0
757.0,467.0,0.0,350.0
618.0,567.0,0.0,525.0
717.0,365.0,175.0,175.0
595.0,438.0,175.0,350.0
452.0,522.0,175.0,525.0
456.0,421.0,350.0,350.0
195.0,465.0,525.0,525.0
94.0,451.0,700.0,525.0
225.0,383.0,700.0,350.0
335.0,397.0,525.0,350.0
322.0,489.0,350.0,525.0
349.0,324.0,700.0,175.0
436.0,283.0,700.0,0.0
560.4894312574659,283.25791246012227,525.0,0.0
455.1253656407939,336.7194151564777,525.0,175.0
577.729948231248,350.07833345371483,350.0,175.0
