pointx,pointy,valuex,valuey
799.0,104.0,0.0,0.0
1046.0,110.0,-250.0,0.0
963.0,238.0,-250.0,250.0
1278.0,248.0,-500.0,250.0
1217.0,406.0,-500.0,500.0
859.0,373.0,-250.0,500.0
575.0,88.0,250.0,0.0
449.0,200.0,250.0,250.0
292.0,308.0,250.0,500.0
241.0,173.0,500.0,250.0
1575.0,439.0,-750.0,500.0
1557.0,620.0,-750.0,750.0
1156.0,564.0,-500.0,750.0
755.0,508.0,-250.0,750.0
892.0,-11.0,0.0,-250.0
706.0,219.0,0.0,250.0
575.5,340.5,0.0,500.0
445.0,462.0,0.0,750.0
701.0,-24.0,250.0,-250.0
135.0,416.0,250.0,750.0
