Frame,pointx,pointy,X,Y
8,876,261,159.9956345105546,517.9986241135491
9,925,271,211.96350528225702,535.113691522876
10,962,286,261.0055943273621,539.017192658296
11,1012,298,310.69961570507144,552.2674960828141
12,1058,311,356.19654428315675,558.9730929300661
