pointx,pointy,valuex,valuey
793.0,105.0,0.0,0.0
570.0,85.0,250.0,0.0
1041.0,107.0,-250.0,0.0
957.0,226.0,-250.0,250.0
851.0,367.0,-250.0,500.0
1271.0,242.0,-500.0,250.0
1210.0,403.0,-500.0,500.0
441.0,190.0,250.0,250.0
284.0,306.0,250.0,500.0
230.0,170.0,500.0,250.0
1569.0,439.0,-750.0,500.0
1553.0,620.0,-750.0,750.0
1149.0,564.0,-500.0,750.0
745.0,508.0,-250.0,750.0
887.0,2.0,0.0,-250.0
699.0,208.0,0.0,250.0
567.5,336.5,0.0,500.0
436.0,465.0,0.0,750.0
699.0,-20.0,250.0,-250.0
127.0,422.0,250.0,750.0
