Frame,pointx,pointy,X,Y
48,440,231,-194.87352944907008,280.08176019210794
49,425,245,-177.96987703725102,258.2365120520564
50,392,267,-149.742547258031,208.688916469152
51,380,282,-123.99202655277702,182.00537510875878
52,361,302,-89.95569595631679,142.68971020910232
53,346,317,-64.39299283597964,112.14043892326316
54,325,336,-32.42476911973006,71.23902450039597
55,318,352,-2.769406070322265,46.457395091099706
56,287,370,24.360823361160065,-2.8423680326224714
57,262,383,41.60172876686392,-38.896072835175794
58,229,406,73.17085980814393,-92.25885952591332
