pointx,pointy,valuex,valuey
790.0,104.0,0.0,0.0
1041.0,107.0,-250.0,0.0
953.0,232.0,-250.0,250.0
849.0,372.0,-250.0,500.0
1270.0,243.0,-500.0,250.0
1205.0,403.0,-500.0,500.0
569.0,87.0,250.0,0.0
440.0,194.0,250.0,250.0
371.0,91.0,500.0,0.0
238.0,168.0,500.0,250.0
287.0,307.0,250.0,500.0
1561.0,434.0,-750.0,500.0
1535.0,614.0,-750.0,750.0
1140.0,563.0,-500.0,750.0
745.0,512.0,-250.0,750.0
883.5,-5.0,0.0,-250.0
696.5,213.0,0.0,250.0
568.0,339.5,0.0,500.0
439.5,466.0,0.0,750.0
698.0,-20.0,250.0,-250.0
134.0,420.0,250.0,750.0
504.0,14.0,500.0,-250.0
310.0,48.0,750.0,-250.0
173.0,95.0,750.0,0.0
36.0,142.0,750.0,250.0
62.53728974025129,264.34033375346985,500.0,500.0
