pointx,pointy,valuex,valuey
280.0,356.0,0.0,0.0
710.0,376.0,250.0,250.0
935.0,484.0,500.0,250.0
1158.0,384.0,500.0,500.0
925.0,300.0,250.0,500.0
387.0,212.0,-250.0,250.0
153.0,262.0,-250.0,0.0
51.0,201.0,-500.0,0.0
269.0,142.0,-500.0,250.0
442.0,459.0,250.0,0.0
-253.0,208.0,-750.0,-250.0
-51.0,140.0,-750.0,0.0
151.0,72.0,-750.0,250.0
-167.0,260.0,-500.0,-250.0
-81.0,312.0,-250.0,-250.0
11.5,418.0,0.0,-250.0
174.0,542.0,250.0,-250.0
1381.0,284.0,500.0,750.0
1391.0,468.0,750.0,500.0
1622.0,344.0,750.0,750.0
500.0,325.0,0.0,250.0
767.8509822031959,220.2818802732616,0.0,500.0
