pointx,pointy,valuex,valuey
799.0,103.0,0.0,0.0
1046.0,110.0,-250.0,0.0
1277.0,250.0,-500.0,250.0
1218.0,405.0,-500.0,500.0
963.0,238.0,-250.0,250.0
860.0,374.0,-250.0,500.0
574.0,90.0,250.0,0.0
449.0,200.0,250.0,250.0
293.0,307.0,250.0,500.0
240.0,172.0,500.0,250.0
1576.0,436.0,-750.0,500.0
1561.0,610.0,-750.0,750.0
1159.0,560.0,-500.0,750.0
757.0,510.0,-250.0,750.0
892.0,-13.0,0.0,-250.0
706.0,219.0,0.0,250.0
576.5,340.5,0.0,500.0
447.0,462.0,0.0,750.0
699.0,-20.0,250.0,-250.0
137.0,414.0,250.0,750.0
