pointx,pointy,valuex,valuey
276.0,356.0,0.0,0.0
439.0,459.0,250.0,0.0
709.0,376.0,250.0,250.0
923.0,300.0,250.0,500.0
1154.0,384.0,500.0,500.0
933.0,486.0,500.0,250.0
387.0,212.0,-250.0,250.0
48.0,202.0,-500.0,0.0
150.0,262.0,-250.0,0.0
262.0,143.0,-500.0,250.0
-245.0,210.0,-750.0,-250.0
-54.0,142.0,-750.0,0.0
137.0,74.0,-750.0,250.0
-166.0,261.0,-500.0,-250.0
-87.0,312.0,-250.0,-250.0
4.0,418.0,0.0,-250.0
169.0,542.0,250.0,-250.0
1375.0,282.0,500.0,750.0
1385.0,468.0,750.0,500.0
1613.0,340.0,750.0,750.0
760.6515428816676,223.20346305527815,0.0,500.0
504.0,324.0,0.0,250.0
