Frame,pointx,pointy,X,Y
23,1072,429,509.4937916267109,391.9826611729959
24,995,435,474.84664553700384,342.71824189728875
25,932,445,454.7204013955827,293.7309794095238
26,832,449,419.3563061511878,223.1754031832692
27,753,449,381.2223764213994,183.99393760226204
28,686,446,345.2011779620352,154.1475713847642
29,638,441,315.5949135408989,134.5736839708403
31,552,448,284.6378750437638,80.65362468495806
39,354,429,165.7530871437516,-26.26793882732592
39,235,418,103.7597887774643,-105.34508058215847
39,162,386,21.16814496841652,-126.33472196370387
