pointx,pointy,valuex,valuey
792.0,105.0,0.0,0.0
1040.0,108.0,-250.0,0.0
954.0,231.0,-250.0,250.0
1266.0,244.0,-500.0,250.0
1206.0,405.0,-500.0,500.0
282.0,308.0,250.0,500.0
441.0,194.0,250.0,250.0
567.0,87.0,250.0,0.0
64.0,277.0,500.0,500.0
232.0,170.0,500.0,250.0
847.0,370.0,-250.0,500.0
1565.0,440.0,-750.0,500.0
1552.0,623.0,-750.0,750.0
1146.0,566.0,-500.0,750.0
740.0,509.0,-250.0,750.0
886.5,-2.5,0.0,-250.0
697.5,212.5,0.0,250.0
564.5,339.0,0.0,500.0
431.5,465.5,0.0,750.0
693.0,-20.0,250.0,-250.0
123.0,422.0,250.0,750.0
-104.0,384.0,500.0,750.0
-154.0,246.0,750.0,500.0
-331.0,346.0,750.0,750.0
