Frame,pointx,pointy,X,Y
3,533,282,90.72100929866991,395.5978388375482
5,477,308,113.30887672484498,454.5296303565717
6,448,327,118.83913485363787,496.5967821778933
7,420,341,124.8071664152619,530.0589046322261
8,393,356,125.93554233641007,565.3984341085485
9,361,376,126.29442229030658,611.5176671335967
10,327,399,129.20149495997322,663.8182875414809
