pointx,pointy,valuex,valuey
281.0,350.0,0.0,0.0
440.0,456.0,250.0,0.0
150.0,258.0,-250.0,0.0
51.0,201.0,-500.0,0.0
384.0,206.0,-250.0,250.0
269.0,144.0,-500.0,250.0
709.0,370.0,250.0,250.0
937.0,482.0,500.0,250.0
1156.0,379.0,500.0,500.0
927.0,291.0,250.0,500.0
-250.0,206.0,-750.0,-250.0
-48.0,144.0,-750.0,0.0
154.0,82.0,-750.0,250.0
-167.0,258.0,-500.0,-250.0
-84.0,310.0,-250.0,-250.0
15.5,412.0,0.0,-250.0
171.0,542.0,250.0,-250.0
1375.0,276.0,500.0,750.0
1385.0,467.0,750.0,500.0
1605.0,340.0,750.0,750.0
768.1616810766021,212.4842908386201,0.0,500.0
503.0,327.0,0.0,250.0
