pointx,pointy,valuex,valuey
280.0,352.0,0.0,0.0
442.0,457.0,250.0,0.0
713.0,374.0,250.0,250.0
938.0,482.0,500.0,250.0
1157.0,380.0,500.0,500.0
928.0,297.0,250.0,500.0
388.0,210.0,-250.0,250.0
50.0,199.0,-500.0,0.0
270.0,141.0,-500.0,250.0
-282.0,173.0,-750.0,-250.0
-65.0,122.5,-750.0,0.0
152.0,72.0,-750.0,250.0
-170.0,257.0,-500.0,-250.0
-58.0,341.0,-250.0,-250.0
165.0,275.5,-250.0,0.0
9.5,412.0,0.0,-250.0
550.5,292.0,0.0,250.0
171.0,540.0,250.0,-250.0
1376.0,278.0,500.0,750.0
1386.0,463.0,750.0,500.0
1609.0,336.0,750.0,750.0
