Frame,pointx,pointy,X,Y
11,717,301,114.20912940373496,364.0095826647109
12,748,317,166.70956027859395,355.0101389131046
13,784,328,209.91499766700647,361.02383448146065
14,830,342,260.598364897985,369.6456936863546
15,868,354,298.7601319416607,378.58486731040443
16,914,366,337.7026430389926,395.3230211338319
