pointx,pointy,valuex,valuey
790.0,103.0,0.0,0.0
1038.0,107.0,-250.0,0.0
953.0,225.0,-250.0,250.0
1269.0,241.0,-500.0,250.0
1206.0,399.0,-500.0,500.0
848.0,367.0,-250.0,500.0
284.0,305.0,250.0,500.0
439.0,188.0,250.0,250.0
566.0,85.0,250.0,0.0
372.0,91.0,500.0,0.0
157.0,202.0,500.0,250.0
55.0,277.0,500.0,500.0
1564.0,431.0,-750.0,500.0
1543.0,605.0,-750.0,750.0
1143.0,557.0,-500.0,750.0
743.0,509.0,-250.0,750.0
884.0,-0.5,0.0,-250.0
696.0,206.5,0.0,250.0
566.0,336.0,0.0,500.0
436.0,465.5,0.0,750.0
693.0,-18.0,250.0,-250.0
129.0,422.0,250.0,750.0
587.0,-20.0,500.0,-250.0
-47.0,352.0,500.0,750.0
481.0,-22.0,750.0,-250.0
178.0,97.0,750.0,0.0
-125.0,216.0,750.0,250.0
-174.0,249.0,750.0,500.0
-223.0,282.0,750.0,750.0
