Frame,pointx,pointy,X,Y
48,100,198,-462.7141393094597,43.074365183518864
48,84,208,-448.65263104900396,18.106709468102405
49,73,213,-443.95220673019685,3.4328064805883196
50,53,234,-402.7446627842608,-36.95661788194581
51,39,253,-362.43543619162176,-69.50878478944671
64,98,366,-57.415626984608146,-140.5101005208012
64,268,441,142.22745592082313,-90.81609251932726
64,367,454,205.23012041546772,-36.41675369820985
65,399,460,229.1236417575018,-22.007620240077184
66,431,463,248.57626629313447,-5.322201071104576
67,510,464,285.485340394798,40.94638341803483
68,600,463,323.00782205030333,94.47281681493119
69,664,463,350.57604362161874,130.978505090392
70,726,461,374.9213833525014,168.02362742011852
71,777,463,399.7924743559187,194.31301497708725
72,854,458,428.2657510315676,243.7018949302314
73,892,458,445.32113168270007,266.33893025285914
74,927,451,452.5587315757069,296.31018945266004
