Frame,pointx,pointy,X,Y
10,724,275,-78.91609694521486,363.53324812588005
11,778,278,-129.13984063720483,358.8178299105221
12,834,278,-178.44755198187795,349.40969800131256
13,883,286,-226.08937669534578,356.4524421052066
14,937,294,-274.66754023466274,365.05871847636035
15,994,299,-320.2127982608943,367.7833313064299
16,1049,303,-362.39757022259283,367.95752867314206
17,1107,312,-407.57230684072755,374.0777840176586
