pointx,pointy,valuex,valuey
795.0,104.0,0.0,0.0
1044.0,107.0,-250.0,0.0
957.0,233.0,-250.0,250.0
853.0,369.0,-250.0,500.0
1271.0,244.0,-500.0,250.0
1211.0,402.0,-500.0,500.0
447.0,194.0,250.0,250.0
569.0,87.0,250.0,0.0
289.0,307.0,250.0,500.0
1569.0,435.0,-750.0,500.0
1553.0,615.0,-750.0,750.0
1151.0,560.0,-500.0,750.0
749.0,505.0,-250.0,750.0
888.0,-5.5,0.0,-250.0
702.0,213.5,0.0,250.0
571.0,338.0,0.0,500.0
440.0,462.5,0.0,750.0
691.0,-20.0,250.0,-250.0
131.0,420.0,250.0,750.0
494.0,-34.5,500.0,-250.0
343.0,70.0,500.0,0.0
192.0,174.5,500.0,250.0
7.0,276.0,500.0,500.0
-178.0,377.5,500.0,750.0
1955.0,670.0,-1000.0,750.0
1983.0,872.0,-1000.0,1000.0
1537.0,795.0,-750.0,1000.0
1091.0,718.0,-500.0,1000.0
645.0,641.0,-250.0,1000.0
309.0,587.0,0.0,1000.0
813.0,-127.0,250.0,-500.0
-27.0,533.0,250.0,1000.0
645.0,-139.0,500.0,-500.0
-363.0,479.0,500.0,1000.0
477.0,-151.0,750.0,-500.0
297.0,-49.0,750.0,-250.0
117.0,53.0,750.0,0.0
-63.0,155.0,750.0,250.0
-275.0,245.0,750.0,500.0
-487.0,335.0,750.0,750.0
-699.0,425.0,750.0,1000.0
2429.0,949.0,-1250.0,1000.0
2501.0,1173.0,-1250.0,1250.0
2011.0,1074.0,-1000.0,1250.0
1521.0,975.0,-750.0,1250.0
1031.0,876.0,-500.0,1250.0
541.0,777.0,-250.0,1250.0
178.0,711.5,0.0,1250.0
-185.0,646.0,250.0,1250.0
796.0,-243.5,500.0,-750.0
-548.0,580.5,500.0,1250.0
657.0,-253.0,750.0,-750.0
-911.0,515.0,750.0,1250.0
518.0,-262.5,1000.0,-750.0
309.0,-163.0,1000.0,-500.0
100.0,-63.5,1000.0,-250.0
-109.0,36.0,1000.0,0.0
-318.0,135.5,1000.0,250.0
-557.0,214.0,1000.0,500.0
-796.0,292.5,1000.0,750.0
-1035.0,371.0,1000.0,1000.0
-1274.0,449.5,1000.0,1250.0
